Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Preprocs,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
SprintzXff_Huf_16b -1,34324,146.27,ucr,233.93,None,/rowmajor/uint16/ucr/Wine.dat,-1,5,16,c,53048,64.7
SprintzDelta_16b -1,200242,675.98,ucr,1569.03,None,/rowmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,c,1087490,18.41
SprintzXff_16b -1,203610,464.51,ucr,847.37,None,/rowmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,c,1087490,18.72
SprintzDelta_Huf_16b -1,127407,512.95,ucr,863.59,None,/rowmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,c,1087490,11.72
SprintzXff_Huf_16b -1,147704,353.48,ucr,628.61,None,/rowmajor/uint16/ucr/SmallKitchenAppliances.dat,-1,5,16,c,1087490,13.58
SprintzDelta_16b -1,520446,524.53,ucr,727.66,None,/rowmajor/uint16/ucr/FaceAll.dat,-1,5,16,c,611990,85.04
SprintzXff_16b -1,509370,229.69,ucr,512.63,None,/rowmajor/uint16/ucr/FaceAll.dat,-1,5,16,c,611990,83.23
SprintzDelta_Huf_16b -1,519367,239.19,ucr,324.79,None,/rowmajor/uint16/ucr/FaceAll.dat,-1,5,16,c,611990,84.87
SprintzXff_Huf_16b -1,508115,208.96,ucr,234.62,None,/rowmajor/uint16/ucr/FaceAll.dat,-1,5,16,c,611990,83.03
SprintzDelta_16b -1,68804,387.53,ucr,637.11,None,/rowmajor/uint16/ucr/Meat.dat,-1,5,16,c,108710,63.29
SprintzXff_16b -1,61630,291.38,ucr,392.96,None,/rowmajor/uint16/ucr/Meat.dat,-1,5,16,c,108710,56.69
SprintzDelta_Huf_16b -1,68696,240.31,ucr,325.79,None,/rowmajor/uint16/ucr/Meat.dat,-1,5,16,c,108710,63.19
SprintzXff_Huf_16b -1,61159,208.58,ucr,252.13,None,/rowmajor/uint16/ucr/Meat.dat,-1,5,16,c,108710,56.26
SprintzDelta_16b -1,4106656,584.73,ucr,784.65,None,/rowmajor/uint16/ucr/FordA.dat,-1,5,16,c,4970200,82.63
SprintzXff_16b -1,3674892,337.03,ucr,549.56,None,/rowmajor/uint16/ucr/FordA.dat,-1,5,16,c,4970200,73.94
SprintzDelta_Huf_16b -1,4098481,283.64,ucr,419.09,None,/rowmajor/uint16/ucr/FordA.dat,-1,5,16,c,4970200,82.46
SprintzXff_Huf_16b -1,3671491,226.69,ucr,342.28,None,/rowmajor/uint16/ucr/FordA.dat,-1,5,16,c,4970200,73.87
SprintzDelta_16b -1,734384,563.73,ucr,860.06,None,/rowmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,c,1087490,67.53
SprintzXff_16b -1,741920,345.58,ucr,464.85,None,/rowmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,c,1087490,68.22
SprintzDelta_Huf_16b -1,472818,284.48,ucr,462.8,None,/rowmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,c,1087490,43.48
SprintzXff_Huf_16b -1,529702,235.61,ucr,292.97,None,/rowmajor/uint16/ucr/RefrigerationDevices.dat,-1,5,16,c,1087490,48.71
SprintzDelta_16b -1,164792,283.42,ucr,448.05,None,/rowmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,c,202178,81.51
SprintzXff_16b -1,160676,205.89,ucr,264.16,None,/rowmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,c,202178,79.47
SprintzDelta_Huf_16b -1,161795,154.77,ucr,203.27,None,/rowmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,c,202178,80.03
SprintzXff_Huf_16b -1,159624,197.09,ucr,234.81,None,/rowmajor/uint16/ucr/TwoLeadECG.dat,-1,5,16,c,202178,78.95
SprintzDelta_16b -1,44760,390.31,ucr,680.17,None,/rowmajor/uint16/ucr/OliveOil.dat,-1,5,16,c,68990,64.88
SprintzXff_16b -1,39434,288.63,ucr,452.9,None,/rowmajor/uint16/ucr/OliveOil.dat,-1,5,16,c,68990,57.16
SprintzDelta_Huf_16b -1,44702,286.69,ucr,314.37,None,/rowmajor/uint16/ucr/OliveOil.dat,-1,5,16,c,68990,64.79
SprintzXff_Huf_16b -1,39045,221.09,ucr,357.13,None,/rowmajor/uint16/ucr/OliveOil.dat,-1,5,16,c,68990,56.6
SprintzDelta_16b -1,34668,526.71,ucr,939.13,None,/rowmajor/uint16/ucr/ECG200.dat,-1,5,16,c,40390,85.83
SprintzXff_16b -1,34610,321.12,ucr,520.26,None,/rowmajor/uint16/ucr/ECG200.dat,-1,5,16,c,40390,85.69
SprintzDelta_Huf_16b -1,34609,190.35,ucr,364.84,None,/rowmajor/uint16/ucr/ECG200.dat,-1,5,16,c,40390,85.69
SprintzXff_Huf_16b -1,34542,248.07,ucr,324.98,None,/rowmajor/uint16/ucr/ECG200.dat,-1,5,16,c,40390,85.52
SprintzDelta_16b -1,79804,602.02,ucr,702.79,None,/rowmajor/uint16/ucr/synthetic_control.dat,-1,5,16,c,77990,102.33
SprintzXff_16b -1,79738,182.0,ucr,374.1,None,/rowmajor/uint16/ucr/synthetic_control.dat,-1,5,16,c,77990,102.24
SprintzDelta_Huf_16b -1,78441,242.24,ucr,270.03,None,/rowmajor/uint16/ucr/synthetic_control.dat,-1,5,16,c,77990,100.58
SprintzXff_Huf_16b -1,78346,204.11,ucr,230.03,None,/rowmajor/uint16/ucr/synthetic_control.dat,-1,5,16,c,77990,100.46
SprintzDelta_16b -1,533456,416.07,ucr,692.62,None,/rowmajor/uint16/ucr/Symbols.dat,-1,5,16,c,822110,64.89
SprintzXff_16b -1,479046,339.92,ucr,420.7,None,/rowmajor/uint16/ucr/Symbols.dat,-1,5,16,c,822110,58.27
SprintzDelta_Huf_16b -1,516172,246.96,ucr,397.57,None,/rowmajor/uint16/ucr/Symbols.dat,-1,5,16,c,822110,62.79
SprintzXff_Huf_16b -1,444908,286.51,ucr,289.24,None,/rowmajor/uint16/ucr/Symbols.dat,-1,5,16,c,822110,54.12
SprintzDelta_16b -1,129168,502.3,ucr,628.85,None,/rowmajor/uint16/ucr/SonyAIBORobotSurfaceII.dat,-1,5,16,c,137190,94.15
SprintzXff_16b -1,128974,310.08,ucr,388.98,None,/rowmajor/uint16/ucr/SonyAIBORobotSurfaceII.dat,-1,5,16,c,137190,94.01
SprintzDelta_Huf_16b -1,117280,191.52,ucr,289.44,None,/rowmajor/uint16/ucr/SonyAIBORobotSurfaceII.dat,-1,5,16,c,137190,85.49
SprintzXff_Huf_16b -1,125195,171.5,ucr,213.42,None,/rowmajor/uint16/ucr/SonyAIBORobotSurfaceII.dat,-1,5,16,c,137190,91.26
SprintzDelta_16b -1,865848,456.82,ucr,742.52,None,/rowmajor/uint16/ucr/ShapesAll.dat,-1,5,16,c,1240790,69.78
SprintzXff_16b -1,827506,333.85,ucr,440.41,None,/rowmajor/uint16/ucr/ShapesAll.dat,-1,5,16,c,1240790,66.69
SprintzDelta_Huf_16b -1,860821,286.92,ucr,453.75,None,/rowmajor/uint16/ucr/ShapesAll.dat,-1,5,16,c,1240790,69.38
SprintzXff_Huf_16b -1,821320,179.39,ucr,335.92,None,/rowmajor/uint16/ucr/ShapesAll.dat,-1,5,16,c,1240790,66.19
SprintzDelta_16b -1,1528428,457.78,ucr,819.03,None,/rowmajor/uint16/ucr/InlineSkate.dat,-1,5,16,c,2453090,62.31
SprintzXff_16b -1,1527858,331.79,ucr,549.57,None,/rowmajor/uint16/ucr/InlineSkate.dat,-1,5,16,c,2453090,62.28
SprintzDelta_Huf_16b -1,1514543,346.39,ucr,454.86,None,/rowmajor/uint16/ucr/InlineSkate.dat,-1,5,16,c,2453090,61.74
SprintzXff_Huf_16b -1,1514737,249.09,ucr,347.31,None,/rowmajor/uint16/ucr/InlineSkate.dat,-1,5,16,c,2453090,61.75
SprintzDelta_16b -1,1201294,636.12,ucr,705.8,None,/rowmajor/uint16/ucr/Two_Patterns.dat,-1,5,16,c,1329990,90.32
SprintzXff_16b -1,1227152,379.0,ucr,453.62,None,/rowmajor/uint16/ucr/Two_Patterns.dat,-1,5,16,c,1329990,92.27
SprintzDelta_Huf_16b -1,1016022,347.46,ucr,267.22,None,/rowmajor/uint16/ucr/Two_Patterns.dat,-1,5,16,c,1329990,76.39
SprintzXff_Huf_16b -1,1048637,208.6,ucr,290.17,None,/rowmajor/uint16/ucr/Two_Patterns.dat,-1,5,16,c,1329990,78.85
SprintzDelta_16b -1,1226324,437.63,ucr,721.03,None,/rowmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,c,1472984,83.25
SprintzXff_16b -1,1226560,360.86,ucr,583.7,None,/rowmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,c,1472984,83.27
SprintzDelta_Huf_16b -1,1216935,301.1,ucr,448.59,None,/rowmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,c,1472984,82.62
SprintzXff_Huf_16b -1,1217495,259.12,ucr,298.66,None,/rowmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,c,1472984,82.66
SprintzDelta_16b -1,59048,393.29,ucr,848.89,None,/rowmajor/uint16/ucr/Lighting7.dat,-1,5,16,c,92654,63.73
SprintzXff_16b -1,58878,401.76,ucr,597.18,None,/rowmajor/uint16/ucr/Lighting7.dat,-1,5,16,c,92654,63.55
SprintzDelta_Huf_16b -1,58420,195.5,ucr,450.55,None,/rowmajor/uint16/ucr/Lighting7.dat,-1,5,16,c,92654,63.05
SprintzXff_Huf_16b -1,58304,262.13,ucr,389.13,None,/rowmajor/uint16/ucr/Lighting7.dat,-1,5,16,c,92654,62.93
SprintzDelta_16b -1,122106,463.32,ucr,673.99,None,/rowmajor/uint16/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,c,151460,80.62
SprintzXff_16b -1,117918,284.19,ucr,482.68,None,/rowmajor/uint16/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,c,151460,77.85
SprintzDelta_Huf_16b -1,120179,268.96,ucr,319.39,None,/rowmajor/uint16/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,c,151460,79.35
SprintzXff_Huf_16b -1,114431,188.78,ucr,247.04,None,/rowmajor/uint16/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,c,151460,75.55
SprintzDelta_16b -1,29674,366.32,ucr,681.95,None,/rowmajor/uint16/ucr/BirdChicken.dat,-1,5,16,c,41350,71.76
SprintzXff_16b -1,28706,282.56,ucr,401.47,None,/rowmajor/uint16/ucr/BirdChicken.dat,-1,5,16,c,41350,69.42
SprintzDelta_Huf_16b -1,29538,162.55,ucr,311.61,None,/rowmajor/uint16/ucr/BirdChicken.dat,-1,5,16,c,41350,71.43
SprintzXff_Huf_16b -1,28512,186.15,ucr,243.42,None,/rowmajor/uint16/ucr/BirdChicken.dat,-1,5,16,c,41350,68.95
SprintzDelta_16b -1,241632,450.7,ucr,886.52,None,/rowmajor/uint16/ucr/CBF.dat,-1,5,16,c,247370,97.68
SprintzXff_16b -1,238120,401.04,ucr,397.28,None,/rowmajor/uint16/ucr/CBF.dat,-1,5,16,c,247370,96.26
SprintzDelta_Huf_16b -1,238177,239.77,ucr,288.24,None,/rowmajor/uint16/ucr/CBF.dat,-1,5,16,c,247370,96.28
SprintzXff_Huf_16b -1,235571,195.84,ucr,224.96,None,/rowmajor/uint16/ucr/CBF.dat,-1,5,16,c,247370,95.23
SprintzDelta_16b -1,72094,399.03,ucr,630.13,None,/rowmajor/uint16/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,c,91620,78.69
SprintzXff_16b -1,70300,190.56,ucr,270.13,None,/rowmajor/uint16/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,c,91620,76.73
SprintzDelta_Huf_16b -1,71047,154.15,ucr,206.45,None,/rowmajor/uint16/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,c,91620,77.55
SprintzXff_Huf_16b -1,68298,120.9,ucr,153.75,None,/rowmajor/uint16/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,c,91620,74.54
SprintzDelta_16b -1,71934,277.43,ucr,429.32,None,/rowmajor/uint16/ucr/DistalPhalanxTW.dat,-1,5,16,c,91620,78.51
SprintzXff_16b -1,70064,207.48,ucr,282.32,None,/rowmajor/uint16/ucr/DistalPhalanxTW.dat,-1,5,16,c,91620,76.47
SprintzDelta_Huf_16b -1,70885,142.38,ucr,195.5,None,/rowmajor/uint16/ucr/DistalPhalanxTW.dat,-1,5,16,c,91620,77.37
SprintzXff_Huf_16b -1,68168,123.23,ucr,162.38,None,/rowmajor/uint16/ucr/DistalPhalanxTW.dat,-1,5,16,c,91620,74.4
SprintzDelta_16b -1,2437058,620.54,ucr,927.94,None,/rowmajor/uint16/ucr/CinC_ECG_torso.dat,-1,5,16,c,4668950,52.2
SprintzXff_16b -1,2352742,433.32,ucr,564.03,None,/rowmajor/uint16/ucr/CinC_ECG_torso.dat,-1,5,16,c,4668950,50.39
SprintzDelta_Huf_16b -1,2371660,351.62,ucr,510.32,None,/rowmajor/uint16/ucr/CinC_ECG_torso.dat,-1,5,16,c,4668950,50.8
SprintzXff_Huf_16b -1,2334345,302.34,ucr,374.92,None,/rowmajor/uint16/ucr/CinC_ECG_torso.dat,-1,5,16,c,4668950,50.0
SprintzDelta_16b -1,1078486,378.46,ucr,845.22,None,/rowmajor/uint16/ucr/ECG5000.dat,-1,5,16,c,1449990,74.38
SprintzXff_16b -1,1076454,432.97,ucr,514.91,None,/rowmajor/uint16/ucr/ECG5000.dat,-1,5,16,c,1449990,74.24
SprintzDelta_Huf_16b -1,1074274,262.7,ucr,344.4,None,/rowmajor/uint16/ucr/ECG5000.dat,-1,5,16,c,1449990,74.09
SprintzXff_Huf_16b -1,1072045,277.97,ucr,322.18,None,/rowmajor/uint16/ucr/ECG5000.dat,-1,5,16,c,1449990,73.93
SprintzDelta_16b -1,81508,415.06,ucr,637.3,None,/rowmajor/uint16/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,c,102840,79.26
SprintzXff_16b -1,78902,314.63,ucr,436.9,None,/rowmajor/uint16/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,c,102840,76.72
SprintzDelta_Huf_16b -1,80184,212.58,ucr,294.64,None,/rowmajor/uint16/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,c,102840,77.97
SprintzXff_Huf_16b -1,76200,184.74,ucr,235.52,None,/rowmajor/uint16/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,c,102840,74.1
SprintzDelta_16b -1,81388,438.33,ucr,615.4,None,/rowmajor/uint16/ucr/ArrowHead.dat,-1,5,16,c,108022,75.34
SprintzXff_16b -1,78642,304.74,ucr,409.22,None,/rowmajor/uint16/ucr/ArrowHead.dat,-1,5,16,c,108022,72.8
SprintzDelta_Huf_16b -1,81017,262.54,ucr,359.35,None,/rowmajor/uint16/ucr/ArrowHead.dat,-1,5,16,c,108022,75.0
SprintzXff_Huf_16b -1,78270,183.31,ucr,245.13,None,/rowmajor/uint16/ucr/ArrowHead.dat,-1,5,16,c,108022,72.46
SprintzDelta_16b -1,96278,407.38,ucr,771.15,None,/rowmajor/uint16/ucr/Car.dat,-1,5,16,c,139670,68.93
SprintzXff_16b -1,81842,288.97,ucr,411.67,None,/rowmajor/uint16/ucr/Car.dat,-1,5,16,c,139670,58.6
SprintzDelta_Huf_16b -1,95794,243.25,ucr,415.19,None,/rowmajor/uint16/ucr/Car.dat,-1,5,16,c,139670,68.59
SprintzXff_Huf_16b -1,77796,187.86,ucr,320.94,None,/rowmajor/uint16/ucr/Car.dat,-1,5,16,c,139670,55.7
SprintzDelta_16b -1,4781802,575.84,ucr,926.0,None,/rowmajor/uint16/ucr/UWaveGestureLibraryAll.dat,-1,5,16,c,8508190,56.2
SprintzXff_16b -1,4451226,404.5,ucr,529.82,None,/rowmajor/uint16/ucr/UWaveGestureLibraryAll.dat,-1,5,16,c,8508190,52.32
SprintzDelta_Huf_16b -1,4453671,330.66,ucr,507.67,None,/rowmajor/uint16/ucr/UWaveGestureLibraryAll.dat,-1,5,16,c,8508190,52.35
SprintzXff_Huf_16b -1,4207278,269.55,ucr,387.31,None,/rowmajor/uint16/ucr/UWaveGestureLibraryAll.dat,-1,5,16,c,8508190,49.45
SprintzDelta_16b -1,520718,442.68,ucr,726.42,None,/rowmajor/uint16/ucr/FacesUCR.dat,-1,5,16,c,611990,85.09
SprintzXff_16b -1,508554,328.93,ucr,421.43,None,/rowmajor/uint16/ucr/FacesUCR.dat,-1,5,16,c,611990,83.1
SprintzDelta_Huf_16b -1,519723,240.17,ucr,305.81,None,/rowmajor/uint16/ucr/FacesUCR.dat,-1,5,16,c,611990,84.92
SprintzXff_Huf_16b -1,507662,228.57,ucr,247.13,None,/rowmajor/uint16/ucr/FacesUCR.dat,-1,5,16,c,611990,82.95
SprintzDelta_16b -1,4011564,586.86,ucr,993.55,None,/rowmajor/uint16/ucr/HandOutlines.dat,-1,5,16,c,7436350,53.95
SprintzXff_16b -1,3582462,446.3,ucr,556.56,None,/rowmajor/uint16/ucr/HandOutlines.dat,-1,5,16,c,7436350,48.18
SprintzDelta_Huf_16b -1,3861589,410.57,ucr,533.17,None,/rowmajor/uint16/ucr/HandOutlines.dat,-1,5,16,c,7436350,51.93
SprintzXff_Huf_16b -1,3581983,334.4,ucr,397.11,None,/rowmajor/uint16/ucr/HandOutlines.dat,-1,5,16,c,7436350,48.17
SprintzDelta_16b -1,32402,297.55,ucr,446.6,None,/rowmajor/uint16/ucr/BeetleFly.dat,-1,5,16,c,41350,78.36
SprintzXff_16b -1,30356,202.95,ucr,265.37,None,/rowmajor/uint16/ucr/BeetleFly.dat,-1,5,16,c,41350,73.41
SprintzDelta_Huf_16b -1,32090,163.8,ucr,307.43,None,/rowmajor/uint16/ucr/BeetleFly.dat,-1,5,16,c,41350,77.61
SprintzXff_Huf_16b -1,30073,223.34,ucr,344.02,None,/rowmajor/uint16/ucr/BeetleFly.dat,-1,5,16,c,41350,72.73
SprintzDelta_16b -1,66572,418.37,ucr,740.59,None,/rowmajor/uint16/ucr/FaceFour.dat,-1,5,16,c,79510,83.73
SprintzXff_16b -1,66566,361.54,ucr,375.44,None,/rowmajor/uint16/ucr/FaceFour.dat,-1,5,16,c,79510,83.72
SprintzDelta_Huf_16b -1,50126,226.44,ucr,304.82,None,/rowmajor/uint16/ucr/FaceFour.dat,-1,5,16,c,79510,63.04
SprintzXff_Huf_16b -1,53065,173.46,ucr,229.03,None,/rowmajor/uint16/ucr/FaceFour.dat,-1,5,16,c,79510,66.74
SprintzDelta_16b -1,307102,561.5,ucr,972.18,None,/rowmajor/uint16/ucr/Computers.dat,-1,5,16,c,724990,42.36
SprintzXff_16b -1,306274,390.0,ucr,576.94,None,/rowmajor/uint16/ucr/Computers.dat,-1,5,16,c,724990,42.25
SprintzDelta_Huf_16b -1,216166,339.62,ucr,660.97,None,/rowmajor/uint16/ucr/Computers.dat,-1,5,16,c,724990,29.82
SprintzXff_Huf_16b -1,244921,340.48,ucr,488.1,None,/rowmajor/uint16/ucr/Computers.dat,-1,5,16,c,724990,33.78
SprintzDelta_16b -1,82784,376.46,ucr,813.88,None,/rowmajor/uint16/ucr/Trace.dat,-1,5,16,c,111990,73.92
SprintzXff_16b -1,82774,404.69,ucr,549.42,None,/rowmajor/uint16/ucr/Trace.dat,-1,5,16,c,111990,73.91
SprintzDelta_Huf_16b -1,82301,325.43,ucr,306.4,None,/rowmajor/uint16/ucr/Trace.dat,-1,5,16,c,111990,73.49
SprintzXff_Huf_16b -1,82293,125.88,ucr,158.62,None,/rowmajor/uint16/ucr/Trace.dat,-1,5,16,c,111990,73.48
SprintzDelta_16b -1,162726,269.44,ucr,452.43,None,/rowmajor/uint16/ucr/MedicalImages.dat,-1,5,16,c,237318,68.57
SprintzXff_16b -1,148832,198.27,ucr,266.2,None,/rowmajor/uint16/ucr/MedicalImages.dat,-1,5,16,c,237318,62.71
SprintzDelta_Huf_16b -1,162785,207.77,ucr,421.05,None,/rowmajor/uint16/ucr/MedicalImages.dat,-1,5,16,c,237318,68.59
SprintzXff_Huf_16b -1,148719,138.14,ucr,256.92,None,/rowmajor/uint16/ucr/MedicalImages.dat,-1,5,16,c,237318,62.67
SprintzDelta_16b -1,348476,472.19,ucr,910.84,None,/rowmajor/uint16/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,c,451850,77.12
SprintzXff_16b -1,339002,327.11,ucr,430.87,None,/rowmajor/uint16/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,c,451850,75.03
SprintzDelta_Huf_16b -1,343695,240.24,ucr,342.65,None,/rowmajor/uint16/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,c,451850,76.06
SprintzXff_Huf_16b -1,328858,223.84,ucr,256.62,None,/rowmajor/uint16/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,c,451850,72.78
SprintzDelta_16b -1,217104,580.1,ucr,1016.13,None,/rowmajor/uint16/ucr/Adiac.dat,-1,5,16,c,282712,76.79
SprintzXff_16b -1,177232,319.81,ucr,510.81,None,/rowmajor/uint16/ucr/Adiac.dat,-1,5,16,c,282712,62.69
SprintzDelta_Huf_16b -1,212772,262.83,ucr,319.53,None,/rowmajor/uint16/ucr/Adiac.dat,-1,5,16,c,282712,75.26
SprintzXff_Huf_16b -1,174925,206.83,ucr,253.1,None,/rowmajor/uint16/ucr/Adiac.dat,-1,5,16,c,282712,61.87
SprintzDelta_16b -1,754876,438.0,ucr,746.69,None,/rowmajor/uint16/ucr/InsectWingbeatSound.dat,-1,5,16,c,1148390,65.73
SprintzXff_16b -1,686982,311.45,ucr,432.6,None,/rowmajor/uint16/ucr/InsectWingbeatSound.dat,-1,5,16,c,1148390,59.82
SprintzDelta_Huf_16b -1,753576,318.51,ucr,359.58,None,/rowmajor/uint16/ucr/InsectWingbeatSound.dat,-1,5,16,c,1148390,65.62
SprintzXff_Huf_16b -1,682258,218.62,ucr,372.76,None,/rowmajor/uint16/ucr/InsectWingbeatSound.dat,-1,5,16,c,1148390,59.41
SprintzDelta_16b -1,380530,704.84,ucr,836.48,None,/rowmajor/uint16/ucr/Earthquakes.dat,-1,5,16,c,476664,79.83
SprintzXff_16b -1,392246,510.8,ucr,544.36,None,/rowmajor/uint16/ucr/Earthquakes.dat,-1,5,16,c,476664,82.29
SprintzDelta_Huf_16b -1,210558,202.31,ucr,318.99,None,/rowmajor/uint16/ucr/Earthquakes.dat,-1,5,16,c,476664,44.17
SprintzXff_Huf_16b -1,260916,146.69,ucr,255.82,None,/rowmajor/uint16/ucr/Earthquakes.dat,-1,5,16,c,476664,54.74
SprintzDelta_16b -1,1575712,482.52,ucr,706.33,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,c,2865910,54.98
SprintzXff_16b -1,1415416,373.11,ucr,578.03,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,c,2865910,49.39
SprintzDelta_Huf_16b -1,1435826,308.34,ucr,415.58,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,c,2865910,50.1
SprintzXff_Huf_16b -1,1255443,275.43,ucr,399.69,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,c,2865910,43.81
SprintzDelta_16b -1,3519242,639.4,ucr,800.05,None,/rowmajor/uint16/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,c,5685140,61.9
SprintzXff_16b -1,3317254,369.95,ucr,576.58,None,/rowmajor/uint16/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,c,5685140,58.35
SprintzDelta_Huf_16b -1,3493693,326.57,ucr,508.56,None,/rowmajor/uint16/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,c,5685140,61.45
SprintzXff_Huf_16b -1,3292485,307.94,ucr,336.93,None,/rowmajor/uint16/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,c,5685140,57.91
SprintzDelta_16b -1,179924,543.34,ucr,721.03,None,/rowmajor/uint16/ucr/ECGFiveDays.dat,-1,5,16,c,249278,72.18
SprintzXff_16b -1,179688,305.85,ucr,402.64,None,/rowmajor/uint16/ucr/ECGFiveDays.dat,-1,5,16,c,249278,72.08
SprintzDelta_Huf_16b -1,177579,238.44,ucr,324.3,None,/rowmajor/uint16/ucr/ECGFiveDays.dat,-1,5,16,c,249278,71.24
SprintzXff_Huf_16b -1,178373,197.56,ucr,250.09,None,/rowmajor/uint16/ucr/ECGFiveDays.dat,-1,5,16,c,249278,71.56
SprintzDelta_16b -1,1605806,478.35,ucr,719.43,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_X.dat,-1,5,16,c,2865910,56.03
SprintzXff_16b -1,1412592,438.88,ucr,570.12,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_X.dat,-1,5,16,c,2865910,49.29
SprintzDelta_Huf_16b -1,1502541,366.52,ucr,448.25,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_X.dat,-1,5,16,c,2865910,52.43
SprintzXff_Huf_16b -1,1267605,282.8,ucr,390.16,None,/rowmajor/uint16/ucr/uWaveGestureLibrary_X.dat,-1,5,16,c,2865910,44.23
SprintzDelta_16b -1,2012564,373.3,ucr,865.73,None,/rowmajor/uint16/ucr/yoga.dat,-1,5,16,c,2844590,70.75
SprintzXff_16b -1,1776098,340.94,ucr,539.52,None,/rowmajor/uint16/ucr/yoga.dat,-1,5,16,c,2844590,62.44
SprintzDelta_Huf_16b -1,2002891,351.05,ucr,473.49,None,/rowmajor/uint16/ucr/yoga.dat,-1,5,16,c,2844590,70.41
SprintzXff_Huf_16b -1,1727256,292.07,ucr,306.19,None,/rowmajor/uint16/ucr/yoga.dat,-1,5,16,c,2844590,60.72
SprintzDelta_16b -1,283242,461.22,ucr,878.65,None,/rowmajor/uint16/ucr/OSULeaf.dat,-1,5,16,c,381878,74.17
SprintzXff_16b -1,266210,393.72,ucr,579.03,None,/rowmajor/uint16/ucr/OSULeaf.dat,-1,5,16,c,381878,69.71
SprintzDelta_Huf_16b -1,282031,246.02,ucr,321.65,None,/rowmajor/uint16/ucr/OSULeaf.dat,-1,5,16,c,381878,73.85
SprintzXff_Huf_16b -1,264264,205.73,ucr,246.59,None,/rowmajor/uint16/ucr/OSULeaf.dat,-1,5,16,c,381878,69.2
SprintzDelta_16b -1,40490,355.81,ucr,598.94,None,/rowmajor/uint16/ucr/Gun_Point.dat,-1,5,16,c,61990,65.32
SprintzXff_16b -1,38466,244.58,ucr,380.02,None,/rowmajor/uint16/ucr/Gun_Point.dat,-1,5,16,c,61990,62.05
SprintzDelta_Huf_16b -1,40239,225.42,ucr,313.51,None,/rowmajor/uint16/ucr/Gun_Point.dat,-1,5,16,c,61990,64.91
SprintzXff_Huf_16b -1,38094,127.62,ucr,169.37,None,/rowmajor/uint16/ucr/Gun_Point.dat,-1,5,16,c,61990,61.45
SprintzDelta_16b -1,86506,440.12,ucr,698.61,None,/rowmajor/uint16/ucr/SonyAIBORobotSurface.dat,-1,5,16,c,93140,92.88
SprintzXff_16b -1,85758,262.55,ucr,548.7,None,/rowmajor/uint16/ucr/SonyAIBORobotSurface.dat,-1,5,16,c,93140,92.07
SprintzDelta_Huf_16b -1,77623,315.47,ucr,408.94,None,/rowmajor/uint16/ucr/SonyAIBORobotSurface.dat,-1,5,16,c,93140,83.34
SprintzXff_Huf_16b -1,82819,192.54,ucr,207.65,None,/rowmajor/uint16/ucr/SonyAIBORobotSurface.dat,-1,5,16,c,93140,88.92
