Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Preprocs,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
SIMDBP128,2811840,11797.8,ucr,11713.32,None,/colmajor/uint8-as-uint32/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,8,f,11370280,24.73
FastPFOR,2855432,2012.04,ucr,13621.95,None,/colmajor/uint8-as-uint32/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,8,f,11370280,25.11
Simple8B,3058884,3471.49,ucr,7896.47,None,/colmajor/uint8-as-uint32/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,8,f,11370280,26.9
SIMDBP128,125720,11651.23,ucr,13468.3,None,/colmajor/uint8-as-uint32/ucr/ECGFiveDays.dat,-1,5,8,f,498556,25.22
FastPFOR,125864,1580.54,ucr,14497.96,None,/colmajor/uint8-as-uint32/ucr/ECGFiveDays.dat,-1,5,8,f,498556,25.25
Simple8B,142428,2236.66,ucr,5255.43,None,/colmajor/uint8-as-uint32/ucr/ECGFiveDays.dat,-1,5,8,f,498556,28.57
SIMDBP128,1415884,10363.1,ucr,15229.42,None,/colmajor/uint8-as-uint32/ucr/uWaveGestureLibrary_X.dat,-1,5,8,f,5731820,24.7
FastPFOR,1436704,2064.67,ucr,14580.11,None,/colmajor/uint8-as-uint32/ucr/uWaveGestureLibrary_X.dat,-1,5,8,f,5731820,25.07
Simple8B,1514020,3420.46,ucr,7630.8,None,/colmajor/uint8-as-uint32/ucr/uWaveGestureLibrary_X.dat,-1,5,8,f,5731820,26.41
SIMDBP128,1433320,12647.26,ucr,12404.78,None,/colmajor/uint8-as-uint32/ucr/yoga.dat,-1,5,8,f,5689180,25.19
FastPFOR,1433884,2070.36,ucr,14954.29,None,/colmajor/uint8-as-uint32/ucr/yoga.dat,-1,5,8,f,5689180,25.2
Simple8B,1535676,3185.95,ucr,6878.28,None,/colmajor/uint8-as-uint32/ucr/yoga.dat,-1,5,8,f,5689180,26.99
SIMDBP128,192480,10861.92,ucr,14836.84,None,/colmajor/uint8-as-uint32/ucr/OSULeaf.dat,-1,5,8,f,763756,25.2
FastPFOR,192592,1773.45,ucr,14768.56,None,/colmajor/uint8-as-uint32/ucr/OSULeaf.dat,-1,5,8,f,763756,25.22
Simple8B,204732,2479.99,ucr,5415.6,None,/colmajor/uint8-as-uint32/ucr/OSULeaf.dat,-1,5,8,f,763756,26.81
SIMDBP128,31268,9266.07,ucr,18131.03,None,/colmajor/uint8-as-uint32/ucr/Gun_Point.dat,-1,5,8,f,123980,25.22
FastPFOR,31264,2160.57,ucr,17673.56,None,/colmajor/uint8-as-uint32/ucr/Gun_Point.dat,-1,5,8,f,123980,25.22
Simple8B,32860,1182.89,ucr,5142.05,None,/colmajor/uint8-as-uint32/ucr/Gun_Point.dat,-1,5,8,f,123980,26.5
SIMDBP128,47008,4993.83,ucr,14063.11,None,/colmajor/uint8-as-uint32/ucr/SonyAIBORobotSurface.dat,-1,5,8,f,186280,25.24
FastPFOR,47068,1317.47,ucr,12129.18,None,/colmajor/uint8-as-uint32/ucr/SonyAIBORobotSurface.dat,-1,5,8,f,186280,25.27
Simple8B,51964,1289.36,ucr,4438.83,None,/colmajor/uint8-as-uint32/ucr/SonyAIBORobotSurface.dat,-1,5,8,f,186280,27.9
SIMDBP128,231984,8937.05,ucr,14820.68,None,/colmajor/uint8-as-uint32/ucr/WormsTwoClass.dat,-1,5,8,f,933940,24.84
FastPFOR,233616,1586.84,ucr,14254.27,None,/colmajor/uint8-as-uint32/ucr/WormsTwoClass.dat,-1,5,8,f,933940,25.01
Simple8B,251780,1914.87,ucr,7146.55,None,/colmajor/uint8-as-uint32/ucr/WormsTwoClass.dat,-1,5,8,f,933940,26.96
SIMDBP128,123572,12672.24,ucr,18361.12,None,/colmajor/uint8-as-uint32/ucr/FISH.dat,-1,5,8,f,655180,18.86
FastPFOR,124252,2127.86,ucr,13866.54,None,/colmajor/uint8-as-uint32/ucr/FISH.dat,-1,5,8,f,655180,18.96
Simple8B,115332,2623.77,ucr,6474.62,None,/colmajor/uint8-as-uint32/ucr/FISH.dat,-1,5,8,f,655180,17.6
SIMDBP128,1424376,12918.7,ucr,12706.23,None,/colmajor/uint8-as-uint32/ucr/uWaveGestureLibrary_Z.dat,-1,5,8,f,5731820,24.85
FastPFOR,1440652,1661.35,ucr,13212.96,None,/colmajor/uint8-as-uint32/ucr/uWaveGestureLibrary_Z.dat,-1,5,8,f,5731820,25.13
Simple8B,1521420,2718.82,ucr,6625.51,None,/colmajor/uint8-as-uint32/ucr/uWaveGestureLibrary_Z.dat,-1,5,8,f,5731820,26.54
SIMDBP128,2762620,8795.13,ucr,15049.49,None,/colmajor/uint8-as-uint32/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,8,f,11370280,24.3
FastPFOR,2802696,1273.6,ucr,11992.36,None,/colmajor/uint8-as-uint32/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,8,f,11370280,24.65
Simple8B,2988556,3563.02,ucr,8886.69,None,/colmajor/uint8-as-uint32/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,8,f,11370280,26.28
SIMDBP128,84424,11320.29,ucr,14693.33,None,/colmajor/uint8-as-uint32/ucr/Ham.dat,-1,5,8,f,373196,22.62
FastPFOR,82116,1285.26,ucr,10377.22,None,/colmajor/uint8-as-uint32/ucr/Ham.dat,-1,5,8,f,373196,22.0
Simple8B,78572,1483.69,ucr,2839.59,None,/colmajor/uint8-as-uint32/ucr/Ham.dat,-1,5,8,f,373196,21.05
SIMDBP128,2188212,9273.58,ucr,13366.77,None,/colmajor/uint8-as-uint32/ucr/Phoneme.dat,-1,5,8,f,8684740,25.2
FastPFOR,2188736,2397.62,ucr,13270.02,None,/colmajor/uint8-as-uint32/ucr/Phoneme.dat,-1,5,8,f,8684740,25.2
Simple8B,2445292,2297.47,ucr,7819.72,None,/colmajor/uint8-as-uint32/ucr/Phoneme.dat,-1,5,8,f,8684740,28.16
SIMDBP128,47504,12269.71,ucr,18200.62,None,/colmajor/uint8-as-uint32/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,8,f,188340,25.22
FastPFOR,47572,1822.93,ucr,13285.83,None,/colmajor/uint8-as-uint32/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,8,f,188340,25.26
Simple8B,49748,1932.52,ucr,6380.51,None,/colmajor/uint8-as-uint32/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,8,f,188340,26.41
SIMDBP128,239856,8115.82,ucr,15023.84,None,/colmajor/uint8-as-uint32/ucr/Cricket_Y.dat,-1,5,8,f,951580,25.21
FastPFOR,239900,1480.46,ucr,14303.45,None,/colmajor/uint8-as-uint32/ucr/Cricket_Y.dat,-1,5,8,f,951580,25.21
Simple8B,270636,2721.5,ucr,7308.32,None,/colmajor/uint8-as-uint32/ucr/Cricket_Y.dat,-1,5,8,f,951580,28.44
SIMDBP128,66308,7911.41,ucr,16508.7,None,/colmajor/uint8-as-uint32/ucr/Herring.dat,-1,5,8,f,264684,25.05
FastPFOR,66784,1509.84,ucr,19505.08,None,/colmajor/uint8-as-uint32/ucr/Herring.dat,-1,5,8,f,264684,25.23
Simple8B,69564,2347.99,ucr,6060.03,None,/colmajor/uint8-as-uint32/ucr/Herring.dat,-1,5,8,f,264684,26.28
SIMDBP128,47384,8547.4,ucr,9773.85,None,/colmajor/uint8-as-uint32/ucr/MiddlePhalanxTW.dat,-1,5,8,f,188000,25.2
FastPFOR,47456,1840.65,ucr,14732.39,None,/colmajor/uint8-as-uint32/ucr/MiddlePhalanxTW.dat,-1,5,8,f,188000,25.24
Simple8B,49468,1817.29,ucr,4136.69,None,/colmajor/uint8-as-uint32/ucr/MiddlePhalanxTW.dat,-1,5,8,f,188000,26.31
SIMDBP128,216632,8587.34,ucr,14953.72,None,/colmajor/uint8-as-uint32/ucr/Cricket_X.dat,-1,5,8,f,951580,22.77
FastPFOR,211540,1405.1,ucr,14378.66,None,/colmajor/uint8-as-uint32/ucr/Cricket_X.dat,-1,5,8,f,951580,22.23
Simple8B,235516,2912.57,ucr,7913.94,None,/colmajor/uint8-as-uint32/ucr/Cricket_X.dat,-1,5,8,f,951580,24.75
SIMDBP128,215928,11139.62,ucr,18323.58,None,/colmajor/uint8-as-uint32/ucr/Cricket_Z.dat,-1,5,8,f,951580,22.69
FastPFOR,211348,1140.48,ucr,14694.4,None,/colmajor/uint8-as-uint32/ucr/Cricket_Z.dat,-1,5,8,f,951580,22.21
Simple8B,232708,2044.84,ucr,5452.27,None,/colmajor/uint8-as-uint32/ucr/Cricket_Z.dat,-1,5,8,f,951580,24.45
SIMDBP128,101816,10068.79,ucr,15132.6,None,/colmajor/uint8-as-uint32/ucr/ShapeletSim.dat,-1,5,8,f,403980,25.2
FastPFOR,101888,2149.65,ucr,14313.35,None,/colmajor/uint8-as-uint32/ucr/ShapeletSim.dat,-1,5,8,f,403980,25.22
Simple8B,115188,1229.41,ucr,6041.54,None,/colmajor/uint8-as-uint32/ucr/ShapeletSim.dat,-1,5,8,f,403980,28.51
SIMDBP128,241400,12051.23,ucr,15579.94,None,/colmajor/uint8-as-uint32/ucr/50words.dat,-1,5,8,f,995480,24.25
FastPFOR,244348,1635.03,ucr,17868.0,None,/colmajor/uint8-as-uint32/ucr/50words.dat,-1,5,8,f,995480,24.55
Simple8B,240108,2041.26,ucr,5728.95,None,/colmajor/uint8-as-uint32/ucr/50words.dat,-1,5,8,f,995480,24.12
SIMDBP128,51888,13371.47,ucr,17928.87,None,/colmajor/uint8-as-uint32/ucr/ProximalPhalanxTW.dat,-1,5,8,f,205680,25.23
FastPFOR,51928,2711.24,ucr,17888.33,None,/colmajor/uint8-as-uint32/ucr/ProximalPhalanxTW.dat,-1,5,8,f,205680,25.25
Simple8B,53028,2381.3,ucr,6561.81,None,/colmajor/uint8-as-uint32/ucr/ProximalPhalanxTW.dat,-1,5,8,f,205680,25.78
SIMDBP128,228684,9330.97,ucr,14825.77,None,/colmajor/uint8-as-uint32/ucr/Strawberry.dat,-1,5,8,f,943660,24.23
FastPFOR,237832,1801.27,ucr,14075.44,None,/colmajor/uint8-as-uint32/ucr/Strawberry.dat,-1,5,8,f,943660,25.2
Simple8B,233236,2610.4,ucr,7770.84,None,/colmajor/uint8-as-uint32/ucr/Strawberry.dat,-1,5,8,f,943660,24.72
