,Nbits,Algorithm,Filename,Ratio
2337,8,Zlib -1,/colmajor/uint8/ucr/CBF.dat,88.88
2338,8,Zlib -9,/colmajor/uint8/ucr/CBF.dat,89.12
2339,8,Huffman,/colmajor/uint8/ucr/CBF.dat,89.3
2385,8,LZ4,/colmajor/uint8/ucr/Car.dat,71.68
2382,8,Zstd -1,/colmajor/uint8/ucr/Car.dat,65.65
2384,8,Snappy,/colmajor/uint8/ucr/Car.dat,71.96
2383,8,Zstd -9,/colmajor/uint8/ucr/Car.dat,46.71
2388,8,Huffman,/colmajor/uint8/ucr/Car.dat,96.73
2387,8,Zlib -9,/colmajor/uint8/ucr/Car.dat,45.77
2386,8,Zlib -1,/colmajor/uint8/ucr/Car.dat,52.58
2311,8,Huffman,/colmajor/uint8/ucr/ChlorineConcentration.dat,63.27
2310,8,Zlib -9,/colmajor/uint8/ucr/ChlorineConcentration.dat,48.98
2305,8,Zstd -1,/colmajor/uint8/ucr/ChlorineConcentration.dat,46.4
2306,8,Zstd -9,/colmajor/uint8/ucr/ChlorineConcentration.dat,31.45
2309,8,Zlib -1,/colmajor/uint8/ucr/ChlorineConcentration.dat,55.28
2308,8,LZ4,/colmajor/uint8/ucr/ChlorineConcentration.dat,85.42
2307,8,Snappy,/colmajor/uint8/ucr/ChlorineConcentration.dat,81.89
2354,8,Zstd -1,/colmajor/uint8/ucr/CinC_ECG_torso.dat,25.67
2357,8,LZ4,/colmajor/uint8/ucr/CinC_ECG_torso.dat,39.35
2360,8,Huffman,/colmajor/uint8/ucr/CinC_ECG_torso.dat,60.3
2359,8,Zlib -9,/colmajor/uint8/ucr/CinC_ECG_torso.dat,21.56
2355,8,Zstd -9,/colmajor/uint8/ucr/CinC_ECG_torso.dat,21.46
2358,8,Zlib -1,/colmajor/uint8/ucr/CinC_ECG_torso.dat,28.43
2356,8,Snappy,/colmajor/uint8/ucr/CinC_ECG_torso.dat,35.54
2120,8,Zlib -1,/colmajor/uint8/ucr/Coffee.dat,79.25
2119,8,LZ4,/colmajor/uint8/ucr/Coffee.dat,93.24
2121,8,Zlib -9,/colmajor/uint8/ucr/Coffee.dat,79.41
2118,8,Snappy,/colmajor/uint8/ucr/Coffee.dat,99.42
2117,8,Zstd -9,/colmajor/uint8/ucr/Coffee.dat,82.82
2116,8,Zstd -1,/colmajor/uint8/ucr/Coffee.dat,88.54
2122,8,Huffman,/colmajor/uint8/ucr/Coffee.dat,95.67
2427,8,LZ4,/colmajor/uint8/ucr/Computers.dat,20.28
2429,8,Zlib -9,/colmajor/uint8/ucr/Computers.dat,9.31
2428,8,Zlib -1,/colmajor/uint8/ucr/Computers.dat,12.26
2426,8,Snappy,/colmajor/uint8/ucr/Computers.dat,19.64
2425,8,Zstd -9,/colmajor/uint8/ucr/Computers.dat,10.0
2424,8,Zstd -1,/colmajor/uint8/ucr/Computers.dat,12.69
2430,8,Huffman,/colmajor/uint8/ucr/Computers.dat,50.6
2599,8,Zstd -1,/colmajor/uint8/ucr/Cricket_X.dat,66.14
2600,8,Zstd -9,/colmajor/uint8/ucr/Cricket_X.dat,57.81
2602,8,LZ4,/colmajor/uint8/ucr/Cricket_X.dat,88.41
2603,8,Zlib -1,/colmajor/uint8/ucr/Cricket_X.dat,62.22
2604,8,Zlib -9,/colmajor/uint8/ucr/Cricket_X.dat,59.4
2605,8,Huffman,/colmajor/uint8/ucr/Cricket_X.dat,72.99
2601,8,Snappy,/colmajor/uint8/ucr/Cricket_X.dat,84.78
2578,8,Zstd -1,/colmajor/uint8/ucr/Cricket_Y.dat,66.54
2579,8,Zstd -9,/colmajor/uint8/ucr/Cricket_Y.dat,58.09
2580,8,Snappy,/colmajor/uint8/ucr/Cricket_Y.dat,84.75
2581,8,LZ4,/colmajor/uint8/ucr/Cricket_Y.dat,88.4
2583,8,Zlib -9,/colmajor/uint8/ucr/Cricket_Y.dat,59.69
2582,8,Zlib -1,/colmajor/uint8/ucr/Cricket_Y.dat,62.16
2584,8,Huffman,/colmajor/uint8/ucr/Cricket_Y.dat,73.33
2610,8,Zlib -1,/colmajor/uint8/ucr/Cricket_Z.dat,62.43
2606,8,Zstd -1,/colmajor/uint8/ucr/Cricket_Z.dat,66.42
2609,8,LZ4,/colmajor/uint8/ucr/Cricket_Z.dat,88.57
2608,8,Snappy,/colmajor/uint8/ucr/Cricket_Z.dat,84.92
2607,8,Zstd -9,/colmajor/uint8/ucr/Cricket_Z.dat,57.98
2611,8,Zlib -9,/colmajor/uint8/ucr/Cricket_Z.dat,59.67
2612,8,Huffman,/colmajor/uint8/ucr/Cricket_Z.dat,73.18
2048,8,Snappy,/colmajor/uint8/ucr/DiatomSizeReduction.dat,67.96
2047,8,Zstd -9,/colmajor/uint8/ucr/DiatomSizeReduction.dat,39.66
2046,8,Zstd -1,/colmajor/uint8/ucr/DiatomSizeReduction.dat,56.97
2045,8,Memcpy,/colmajor/uint8/ucr/DiatomSizeReduction.dat,100.0
2049,8,LZ4,/colmajor/uint8/ucr/DiatomSizeReduction.dat,65.55
2050,8,Zlib -1,/colmajor/uint8/ucr/DiatomSizeReduction.dat,48.27
2051,8,Zlib -9,/colmajor/uint8/ucr/DiatomSizeReduction.dat,40.69
2052,8,Huffman,/colmajor/uint8/ucr/DiatomSizeReduction.dat,95.38
2340,8,Zstd -1,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,79.29
2345,8,Zlib -9,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,74.57
2344,8,Zlib -1,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,73.79
2343,8,LZ4,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,83.13
2342,8,Snappy,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,86.17
2341,8,Zstd -9,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,76.22
2346,8,Huffman,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,91.16
2089,8,Zstd -9,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,76.31
2091,8,LZ4,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,86.02
2094,8,Huffman,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,91.11
2088,8,Zstd -1,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,80.0
2092,8,Zlib -1,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,73.1
2093,8,Zlib -9,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,74.95
2090,8,Snappy,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,95.95
2349,8,Snappy,/colmajor/uint8/ucr/DistalPhalanxTW.dat,85.51
2351,8,Zlib -1,/colmajor/uint8/ucr/DistalPhalanxTW.dat,74.81
2352,8,Zlib -9,/colmajor/uint8/ucr/DistalPhalanxTW.dat,76.01
2348,8,Zstd -9,/colmajor/uint8/ucr/DistalPhalanxTW.dat,76.91
2347,8,Zstd -1,/colmajor/uint8/ucr/DistalPhalanxTW.dat,80.03
2350,8,LZ4,/colmajor/uint8/ucr/DistalPhalanxTW.dat,84.18
2353,8,Huffman,/colmajor/uint8/ucr/DistalPhalanxTW.dat,91.06
2256,8,Zstd -1,/colmajor/uint8/ucr/ECG200.dat,87.76
2259,8,LZ4,/colmajor/uint8/ucr/ECG200.dat,100.22
2260,8,Zlib -1,/colmajor/uint8/ucr/ECG200.dat,85.2
2258,8,Snappy,/colmajor/uint8/ucr/ECG200.dat,100.03
2257,8,Zstd -9,/colmajor/uint8/ucr/ECG200.dat,86.78
2262,8,Huffman,/colmajor/uint8/ucr/ECG200.dat,87.69
2261,8,Zlib -9,/colmajor/uint8/ucr/ECG200.dat,85.81
2366,8,Zlib -9,/colmajor/uint8/ucr/ECG5000.dat,56.9
2365,8,Zlib -1,/colmajor/uint8/ucr/ECG5000.dat,60.44
2367,8,Huffman,/colmajor/uint8/ucr/ECG5000.dat,73.04
2364,8,LZ4,/colmajor/uint8/ucr/ECG5000.dat,84.93
2361,8,Zstd -1,/colmajor/uint8/ucr/ECG5000.dat,67.47
2363,8,Snappy,/colmajor/uint8/ucr/ECG5000.dat,80.78
2362,8,Zstd -9,/colmajor/uint8/ucr/ECG5000.dat,55.22
2491,8,Zlib -1,/colmajor/uint8/ucr/ECGFiveDays.dat,52.49
2490,8,LZ4,/colmajor/uint8/ucr/ECGFiveDays.dat,70.6
2488,8,Zstd -9,/colmajor/uint8/ucr/ECGFiveDays.dat,45.81
2492,8,Zlib -9,/colmajor/uint8/ucr/ECGFiveDays.dat,46.47
2493,8,Huffman,/colmajor/uint8/ucr/ECGFiveDays.dat,64.44
2487,8,Zstd -1,/colmajor/uint8/ucr/ECGFiveDays.dat,53.26
2489,8,Snappy,/colmajor/uint8/ucr/ECGFiveDays.dat,66.64
2470,8,Zlib -1,/colmajor/uint8/ucr/Earthquakes.dat,37.06
2469,8,LZ4,/colmajor/uint8/ucr/Earthquakes.dat,49.52
2468,8,Snappy,/colmajor/uint8/ucr/Earthquakes.dat,48.63
2472,8,Huffman,/colmajor/uint8/ucr/Earthquakes.dat,62.34
2467,8,Zstd -9,/colmajor/uint8/ucr/Earthquakes.dat,31.62
2466,8,Zstd -1,/colmajor/uint8/ucr/Earthquakes.dat,35.92
2471,8,Zlib -9,/colmajor/uint8/ucr/Earthquakes.dat,31.11
2109,8,Zstd -1,/colmajor/uint8/ucr/ElectricDevices.dat,30.82
2114,8,Zlib -9,/colmajor/uint8/ucr/ElectricDevices.dat,26.11
2113,8,Zlib -1,/colmajor/uint8/ucr/ElectricDevices.dat,30.22
2112,8,LZ4,/colmajor/uint8/ucr/ElectricDevices.dat,41.43
2111,8,Snappy,/colmajor/uint8/ucr/ElectricDevices.dat,40.67
2110,8,Zstd -9,/colmajor/uint8/ucr/ElectricDevices.dat,27.21
2115,8,Huffman,/colmajor/uint8/ucr/ElectricDevices.dat,58.56
2536,8,Zstd -1,/colmajor/uint8/ucr/FISH.dat,26.53
2537,8,Zstd -9,/colmajor/uint8/ucr/FISH.dat,19.16
2538,8,Snappy,/colmajor/uint8/ucr/FISH.dat,38.72
2541,8,Zlib -9,/colmajor/uint8/ucr/FISH.dat,18.28
2542,8,Huffman,/colmajor/uint8/ucr/FISH.dat,72.29
2539,8,LZ4,/colmajor/uint8/ucr/FISH.dat,42.13
2540,8,Zlib -1,/colmajor/uint8/ucr/FISH.dat,30.72
2220,8,Huffman,/colmajor/uint8/ucr/FaceAll.dat,77.51
2218,8,Zlib -1,/colmajor/uint8/ucr/FaceAll.dat,74.74
2217,8,LZ4,/colmajor/uint8/ucr/FaceAll.dat,99.44
2216,8,Snappy,/colmajor/uint8/ucr/FaceAll.dat,99.52
2215,8,Zstd -9,/colmajor/uint8/ucr/FaceAll.dat,74.53
2214,8,Zstd -1,/colmajor/uint8/ucr/FaceAll.dat,77.47
2219,8,Zlib -9,/colmajor/uint8/ucr/FaceAll.dat,74.53
2423,8,Huffman,/colmajor/uint8/ucr/FaceFour.dat,82.35
2422,8,Zlib -9,/colmajor/uint8/ucr/FaceFour.dat,64.53
2421,8,Zlib -1,/colmajor/uint8/ucr/FaceFour.dat,65.94
2420,8,LZ4,/colmajor/uint8/ucr/FaceFour.dat,85.41
2417,8,Zstd -1,/colmajor/uint8/ucr/FaceFour.dat,77.96
2418,8,Zstd -9,/colmajor/uint8/ucr/FaceFour.dat,65.33
2419,8,Snappy,/colmajor/uint8/ucr/FaceFour.dat,87.68
2398,8,Snappy,/colmajor/uint8/ucr/FacesUCR.dat,100.01
2401,8,Zlib -9,/colmajor/uint8/ucr/FacesUCR.dat,75.57
2400,8,Zlib -1,/colmajor/uint8/ucr/FacesUCR.dat,75.62
2396,8,Zstd -1,/colmajor/uint8/ucr/FacesUCR.dat,78.1
2397,8,Zstd -9,/colmajor/uint8/ucr/FacesUCR.dat,75.07
2399,8,LZ4,/colmajor/uint8/ucr/FacesUCR.dat,100.07
2402,8,Huffman,/colmajor/uint8/ucr/FacesUCR.dat,78.09
2232,8,Zlib -1,/colmajor/uint8/ucr/FordA.dat,71.29
2233,8,Zlib -9,/colmajor/uint8/ucr/FordA.dat,71.5
2234,8,Huffman,/colmajor/uint8/ucr/FordA.dat,85.29
2228,8,Zstd -1,/colmajor/uint8/ucr/FordA.dat,85.14
2229,8,Zstd -9,/colmajor/uint8/ucr/FordA.dat,60.6
2231,8,LZ4,/colmajor/uint8/ucr/FordA.dat,98.95
2230,8,Snappy,/colmajor/uint8/ucr/FordA.dat,99.85
2173,8,Zstd -9,/colmajor/uint8/ucr/FordB.dat,59.67
2172,8,Zstd -1,/colmajor/uint8/ucr/FordB.dat,83.25
2178,8,Huffman,/colmajor/uint8/ucr/FordB.dat,83.47
2177,8,Zlib -9,/colmajor/uint8/ucr/FordB.dat,69.85
2176,8,Zlib -1,/colmajor/uint8/ucr/FordB.dat,70.02
2175,8,LZ4,/colmajor/uint8/ucr/FordB.dat,98.77
2174,8,Snappy,/colmajor/uint8/ucr/FordB.dat,99.48
2521,8,Huffman,/colmajor/uint8/ucr/Gun_Point.dat,88.48
2520,8,Zlib -9,/colmajor/uint8/ucr/Gun_Point.dat,48.96
2519,8,Zlib -1,/colmajor/uint8/ucr/Gun_Point.dat,52.82
2517,8,Snappy,/colmajor/uint8/ucr/Gun_Point.dat,63.67
2515,8,Zstd -1,/colmajor/uint8/ucr/Gun_Point.dat,58.33
2518,8,LZ4,/colmajor/uint8/ucr/Gun_Point.dat,65.88
2516,8,Zstd -9,/colmajor/uint8/ucr/Gun_Point.dat,50.01
2557,8,Zstd -1,/colmajor/uint8/ucr/Ham.dat,61.47
2558,8,Zstd -9,/colmajor/uint8/ucr/Ham.dat,51.57
2559,8,Snappy,/colmajor/uint8/ucr/Ham.dat,72.59
2560,8,LZ4,/colmajor/uint8/ucr/Ham.dat,77.82
2561,8,Zlib -1,/colmajor/uint8/ucr/Ham.dat,57.1
2562,8,Zlib -9,/colmajor/uint8/ucr/Ham.dat,52.15
2563,8,Huffman,/colmajor/uint8/ucr/Ham.dat,74.54
2403,8,Zstd -1,/colmajor/uint8/ucr/HandOutlines.dat,25.99
2404,8,Zstd -9,/colmajor/uint8/ucr/HandOutlines.dat,20.48
2405,8,Snappy,/colmajor/uint8/ucr/HandOutlines.dat,43.83
2406,8,LZ4,/colmajor/uint8/ucr/HandOutlines.dat,40.78
2408,8,Zlib -9,/colmajor/uint8/ucr/HandOutlines.dat,19.49
2409,8,Huffman,/colmajor/uint8/ucr/HandOutlines.dat,92.89
2407,8,Zlib -1,/colmajor/uint8/ucr/HandOutlines.dat,33.75
2130,8,Zstd -1,/colmajor/uint8/ucr/Haptics.dat,25.54
2134,8,Zlib -1,/colmajor/uint8/ucr/Haptics.dat,31.53
2135,8,Zlib -9,/colmajor/uint8/ucr/Haptics.dat,19.33
2136,8,Huffman,/colmajor/uint8/ucr/Haptics.dat,72.18
2131,8,Zstd -9,/colmajor/uint8/ucr/Haptics.dat,21.29
2132,8,Snappy,/colmajor/uint8/ucr/Haptics.dat,38.22
2133,8,LZ4,/colmajor/uint8/ucr/Haptics.dat,42.07
2591,8,Huffman,/colmajor/uint8/ucr/Herring.dat,97.12
2585,8,Zstd -1,/colmajor/uint8/ucr/Herring.dat,85.47
2586,8,Zstd -9,/colmajor/uint8/ucr/Herring.dat,56.8
2587,8,Snappy,/colmajor/uint8/ucr/Herring.dat,81.41
2589,8,Zlib -1,/colmajor/uint8/ucr/Herring.dat,59.3
2590,8,Zlib -9,/colmajor/uint8/ucr/Herring.dat,55.76
2588,8,LZ4,/colmajor/uint8/ucr/Herring.dat,87.07
2297,8,Huffman,/colmajor/uint8/ucr/InlineSkate.dat,88.19
2296,8,Zlib -9,/colmajor/uint8/ucr/InlineSkate.dat,38.15
2295,8,Zlib -1,/colmajor/uint8/ucr/InlineSkate.dat,45.29
2293,8,Snappy,/colmajor/uint8/ucr/InlineSkate.dat,60.89
2292,8,Zstd -9,/colmajor/uint8/ucr/InlineSkate.dat,34.7
2294,8,LZ4,/colmajor/uint8/ucr/InlineSkate.dat,62.04
2291,8,Zstd -1,/colmajor/uint8/ucr/InlineSkate.dat,51.87
2463,8,Zlib -1,/colmajor/uint8/ucr/InsectWingbeatSound.dat,51.83
2464,8,Zlib -9,/colmajor/uint8/ucr/InsectWingbeatSound.dat,46.16
2465,8,Huffman,/colmajor/uint8/ucr/InsectWingbeatSound.dat,73.01
2461,8,Snappy,/colmajor/uint8/ucr/InsectWingbeatSound.dat,62.0
2460,8,Zstd -9,/colmajor/uint8/ucr/InsectWingbeatSound.dat,45.31
2459,8,Zstd -1,/colmajor/uint8/ucr/InsectWingbeatSound.dat,52.96
2462,8,LZ4,/colmajor/uint8/ucr/InsectWingbeatSound.dat,65.85
2186,8,Zstd -1,/colmajor/uint8/ucr/ItalyPowerDemand.dat,91.35
2188,8,Snappy,/colmajor/uint8/ucr/ItalyPowerDemand.dat,100.02
2189,8,LZ4,/colmajor/uint8/ucr/ItalyPowerDemand.dat,99.19
2190,8,Zlib -1,/colmajor/uint8/ucr/ItalyPowerDemand.dat,86.64
2191,8,Zlib -9,/colmajor/uint8/ucr/ItalyPowerDemand.dat,86.92
2192,8,Huffman,/colmajor/uint8/ucr/ItalyPowerDemand.dat,91.32
2187,8,Zstd -9,/colmajor/uint8/ucr/ItalyPowerDemand.dat,87.41
2185,8,Huffman,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,26.21
2184,8,Zlib -9,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,5.62
2181,8,Snappy,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,11.4
2180,8,Zstd -9,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,5.65
2179,8,Zstd -1,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,6.24
2182,8,LZ4,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,8.32
2183,8,Zlib -1,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,6.74
2163,8,Zlib -9,/colmajor/uint8/ucr/Lighting2.dat,37.1
2159,8,Zstd -9,/colmajor/uint8/ucr/Lighting2.dat,36.64
2164,8,Huffman,/colmajor/uint8/ucr/Lighting2.dat,59.02
2160,8,Snappy,/colmajor/uint8/ucr/Lighting2.dat,54.74
2161,8,LZ4,/colmajor/uint8/ucr/Lighting2.dat,57.2
2162,8,Zlib -1,/colmajor/uint8/ucr/Lighting2.dat,40.89
2158,8,Zstd -1,/colmajor/uint8/ucr/Lighting2.dat,39.0
2314,8,Snappy,/colmajor/uint8/ucr/Lighting7.dat,65.43
2315,8,LZ4,/colmajor/uint8/ucr/Lighting7.dat,67.5
2316,8,Zlib -1,/colmajor/uint8/ucr/Lighting7.dat,49.29
2317,8,Zlib -9,/colmajor/uint8/ucr/Lighting7.dat,46.29
2318,8,Huffman,/colmajor/uint8/ucr/Lighting7.dat,65.42
2313,8,Zstd -9,/colmajor/uint8/ucr/Lighting7.dat,45.17
2312,8,Zstd -1,/colmajor/uint8/ucr/Lighting7.dat,48.09
2152,8,Zstd -9,/colmajor/uint8/ucr/MALLAT.dat,30.66
2151,8,Zstd -1,/colmajor/uint8/ucr/MALLAT.dat,50.39
2156,8,Zlib -9,/colmajor/uint8/ucr/MALLAT.dat,41.59
2157,8,Huffman,/colmajor/uint8/ucr/MALLAT.dat,91.71
2155,8,Zlib -1,/colmajor/uint8/ucr/MALLAT.dat,50.69
2154,8,LZ4,/colmajor/uint8/ucr/MALLAT.dat,65.04
2153,8,Snappy,/colmajor/uint8/ucr/MALLAT.dat,65.33
2227,8,Huffman,/colmajor/uint8/ucr/Meat.dat,78.77
2226,8,Zlib -9,/colmajor/uint8/ucr/Meat.dat,25.48
2225,8,Zlib -1,/colmajor/uint8/ucr/Meat.dat,35.28
2224,8,LZ4,/colmajor/uint8/ucr/Meat.dat,50.24
2223,8,Snappy,/colmajor/uint8/ucr/Meat.dat,43.73
2222,8,Zstd -9,/colmajor/uint8/ucr/Meat.dat,25.56
2221,8,Zstd -1,/colmajor/uint8/ucr/Meat.dat,32.03
2444,8,Huffman,/colmajor/uint8/ucr/MedicalImages.dat,75.26
2443,8,Zlib -9,/colmajor/uint8/ucr/MedicalImages.dat,50.69
2442,8,Zlib -1,/colmajor/uint8/ucr/MedicalImages.dat,56.94
2441,8,LZ4,/colmajor/uint8/ucr/MedicalImages.dat,74.01
2440,8,Snappy,/colmajor/uint8/ucr/MedicalImages.dat,69.4
2438,8,Zstd -1,/colmajor/uint8/ucr/MedicalImages.dat,58.15
2439,8,Zstd -9,/colmajor/uint8/ucr/MedicalImages.dat,49.48
2576,8,Zlib -9,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,75.89
2573,8,Snappy,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,87.24
2572,8,Zstd -9,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,78.29
2574,8,LZ4,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,86.24
2571,8,Zstd -1,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,82.53
2575,8,Zlib -1,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,73.89
2577,8,Huffman,/colmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,92.44
2321,8,Snappy,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,95.53
2325,8,Huffman,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,92.62
2324,8,Zlib -9,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,75.55
2323,8,Zlib -1,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,72.33
2319,8,Zstd -1,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,83.31
2320,8,Zstd -9,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,77.51
2322,8,LZ4,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,88.59
2593,8,Zstd -9,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,79.01
2592,8,Zstd -1,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,83.22
2597,8,Zlib -9,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,77.8
2594,8,Snappy,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,88.37
2595,8,LZ4,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,87.15
2596,8,Zlib -1,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,75.13
2598,8,Huffman,/colmajor/uint8/ucr/MiddlePhalanxTW.dat,92.49
2053,8,Zstd -1,/colmajor/uint8/ucr/MoteStrain.dat,61.29
2054,8,Zstd -9,/colmajor/uint8/ucr/MoteStrain.dat,50.9
2055,8,Snappy,/colmajor/uint8/ucr/MoteStrain.dat,77.28
2057,8,Zlib -1,/colmajor/uint8/ucr/MoteStrain.dat,56.58
2056,8,LZ4,/colmajor/uint8/ucr/MoteStrain.dat,80.66
2059,8,Huffman,/colmajor/uint8/ucr/MoteStrain.dat,73.81
2058,8,Zlib -9,/colmajor/uint8/ucr/MoteStrain.dat,51.31
2480,8,Zstd -1,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,44.18
2481,8,Zstd -9,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,34.78
2482,8,Snappy,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,56.93
2483,8,LZ4,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,59.28
2484,8,Zlib -1,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,44.85
2485,8,Zlib -9,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,36.63
2486,8,Huffman,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,78.43
2556,8,Huffman,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,78.08
2555,8,Zlib -9,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,33.3
2554,8,Zlib -1,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,42.09
2553,8,LZ4,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,55.18
2552,8,Snappy,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,52.95
2551,8,Zstd -9,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,31.88
2550,8,Zstd -1,/colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,39.88
2513,8,Zlib -9,/colmajor/uint8/ucr/OSULeaf.dat,63.1
2508,8,Zstd -1,/colmajor/uint8/ucr/OSULeaf.dat,82.44
2509,8,Zstd -9,/colmajor/uint8/ucr/OSULeaf.dat,60.17
2510,8,Snappy,/colmajor/uint8/ucr/OSULeaf.dat,93.68
2511,8,LZ4,/colmajor/uint8/ucr/OSULeaf.dat,93.94
2514,8,Huffman,/colmajor/uint8/ucr/OSULeaf.dat,91.04
2512,8,Zlib -1,/colmajor/uint8/ucr/OSULeaf.dat,65.04
2253,8,Zlib -1,/colmajor/uint8/ucr/OliveOil.dat,27.19
2255,8,Huffman,/colmajor/uint8/ucr/OliveOil.dat,84.93
2254,8,Zlib -9,/colmajor/uint8/ucr/OliveOil.dat,18.8
2252,8,LZ4,/colmajor/uint8/ucr/OliveOil.dat,36.56
2251,8,Snappy,/colmajor/uint8/ucr/OliveOil.dat,34.0
2249,8,Zstd -1,/colmajor/uint8/ucr/OliveOil.dat,21.79
2250,8,Zstd -9,/colmajor/uint8/ucr/OliveOil.dat,18.12
2446,8,Zstd -9,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,67.78
2445,8,Zstd -1,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,77.61
2451,8,Huffman,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,89.76
2449,8,Zlib -1,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,67.41
2450,8,Zlib -9,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,68.97
2447,8,Snappy,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,86.01
2448,8,LZ4,/colmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,84.94
2570,8,Huffman,/colmajor/uint8/ucr/Phoneme.dat,65.98
2569,8,Zlib -9,/colmajor/uint8/ucr/Phoneme.dat,53.97
2568,8,Zlib -1,/colmajor/uint8/ucr/Phoneme.dat,58.14
2564,8,Zstd -1,/colmajor/uint8/ucr/Phoneme.dat,57.97
2567,8,LZ4,/colmajor/uint8/ucr/Phoneme.dat,82.06
2566,8,Snappy,/colmajor/uint8/ucr/Phoneme.dat,79.81
2565,8,Zstd -9,/colmajor/uint8/ucr/Phoneme.dat,51.99
2082,8,Zstd -9,/colmajor/uint8/ucr/Plane.dat,82.24
2081,8,Zstd -1,/colmajor/uint8/ucr/Plane.dat,93.99
2084,8,LZ4,/colmajor/uint8/ucr/Plane.dat,94.64
2085,8,Zlib -1,/colmajor/uint8/ucr/Plane.dat,79.3
2086,8,Zlib -9,/colmajor/uint8/ucr/Plane.dat,80.29
2087,8,Huffman,/colmajor/uint8/ucr/Plane.dat,96.18
2083,8,Snappy,/colmajor/uint8/ucr/Plane.dat,100.02
2374,8,Huffman,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,92.03
2372,8,Zlib -1,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,71.02
2373,8,Zlib -9,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,72.44
